"extraction_date","time_id","platform","dimension","dimension_id","metric","metric_value"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet3464.de.festo.net","space_in_use","174,163627624512"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","blueprism2006.database.windows.net","space_in_use","592,743705749512"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet3229.de.festo.net","space_in_use","112,548278808594"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sust3049.festo.net","space_in_use","31,5777130126953"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet3740.de.festo.net","space_in_use","276,72176361084"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","scnt2513.cn.festo.net","space_in_use","51,7449264526367"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet2084.de.festo.net","space_in_use","41,4690856933594"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet2023.de.festo.net","space_in_use","311,75707244873"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","scnt2512.cn.festo.net","space_in_use","44,519401550293"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet2048.festo.net","space_in_use","101,865837097168"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sdet2029.de.festo.net","space_in_use","287,043144226074"
"23.06.2024 00:47:01","22.06.2024 22:47:01","Data_Archiving","instance","sczt2907.festo.net","space_in_use","2942,94859313965"
